,,,,nation,pos,age,born,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
ENG-Premier League,2324,Manchester City,Ederson,BRA,GK,29,1993,30.9,7,0.23,5,2,0,0,0,0,2,0.06,2,0,0,0,0,0
ENG-Premier League,2324,Manchester City,Erling Haaland,NOR,FW,23,2000,28.4,59,2.08,39,0,3,10,6,1,11,0.39,5,0,1,3,2,0
ENG-Premier League,2324,Manchester City,Jack Grealish,ENG,"FW,MF",27,1995,11.2,54,4.82,46,0,1,2,5,0,4,0.36,4,0,0,0,0,0
ENG-Premier League,2324,Manchester City,James Mcatee,ENG,MF,20,2002,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Manchester City,Jeremy Doku,BEL,"FW,MF",21,2002,17.7,111,6.26,82,1,17,6,5,0,15,0.85,10,0,2,1,2,0
ENG-Premier League,2324,Manchester City,John Stones,ENG,"DF,MF",29,1994,11.8,23,1.95,21,0,0,0,2,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Manchester City,Joško Gvardiol,CRO,DF,21,2002,25.9,54,2.09,40,1,5,2,4,2,7,0.27,6,0,0,0,1,0
ENG-Premier League,2324,Manchester City,Julián Álvarez,ARG,"MF,FW",23,2000,29.4,118,4.01,74,28,4,10,2,0,15,0.51,12,1,0,0,2,0
ENG-Premier League,2324,Manchester City,Kalvin Phillips,ENG,MF,27,1995,1.0,1,0.98,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Manchester City,Kevin De Bruyne,BEL,MF,32,1991,13.6,100,7.36,73,17,2,5,3,0,16,1.18,12,3,0,0,1,0
ENG-Premier League,2324,Manchester City,Kyle Walker,ENG,DF,33,1990,30.7,62,2.02,57,1,1,1,2,0,11,0.36,9,0,1,1,0,0
ENG-Premier League,2324,Manchester City,Manuel Akanji,SUI,"DF,MF",28,1995,27.9,55,1.97,45,1,0,3,2,4,4,0.14,4,0,0,0,0,0
ENG-Premier League,2324,Manchester City,Mateo Kovačić,CRO,MF,29,1994,17.2,54,3.14,47,0,2,4,1,0,6,0.35,5,0,0,1,0,0
ENG-Premier League,2324,Manchester City,Matheus Nunes,POR,MF,24,1998,7.3,20,2.72,16,0,0,1,3,0,3,0.41,3,0,0,0,0,0
ENG-Premier League,2324,Manchester City,Nathan Aké,NED,DF,28,1995,22.7,36,1.59,28,0,2,4,1,1,6,0.26,3,0,1,2,0,0
ENG-Premier League,2324,Manchester City,Oscar Bobb,NOR,"FW,MF",20,2003,3.4,22,6.56,16,0,4,1,1,0,6,1.79,3,0,2,0,1,0
ENG-Premier League,2324,Manchester City,Phil Foden,ENG,"FW,MF",23,2000,31.7,144,4.54,111,9,9,6,8,1,21,0.66,16,1,1,0,3,0
ENG-Premier League,2324,Manchester City,Rico Lewis,ENG,"DF,MF",18,2004,9.0,15,1.67,15,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Manchester City,Rodri,ESP,MF,27,1996,32.6,157,4.82,130,2,8,5,6,6,23,0.71,17,0,3,1,1,1
ENG-Premier League,2324,Manchester City,Rúben Dias,POR,DF,26,1997,28.4,35,1.23,28,0,0,5,0,2,4,0.14,2,0,0,1,0,1
ENG-Premier League,2324,Manchester City,Sergio Gómez,ESP,"FW,MF",22,2000,0.6,2,3.33,1,0,1,0,0,0,2,3.33,1,0,1,0,0,0
ENG-Premier League,2324,Manchester City,Stefan Ortega,GER,GK,30,1992,7.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Manchester Utd,Aaron Wan-Bissaka,ENG,DF,25,1997,19.8,26,1.31,24,1,0,0,1,0,3,0.15,3,0,0,0,0,0
ENG-Premier League,2324,Manchester Utd,Alejandro Garnacho,ARG,FW,19,2004,28.5,119,4.17,80,0,13,13,12,1,15,0.53,10,0,1,1,2,1
ENG-Premier League,2324,Manchester Utd,Amad Diallo,CIV,"FW,MF",21,2002,4.3,20,4.62,16,0,3,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Manchester Utd,André Onana,CMR,GK,27,1996,38.0,6,0.16,6,0,0,0,0,0,1,0.03,1,0,0,0,0,0
ENG-Premier League,2324,Manchester Utd,Anthony Martial,FRA,FW,27,1995,5.0,11,2.21,9,0,0,1,1,0,1,0.2,0,0,0,0,1,0
ENG-Premier League,2324,Manchester Utd,Antony,BRA,FW,23,2000,14.7,55,3.74,45,1,2,0,4,3,3,0.2,1,0,0,0,0,2
ENG-Premier League,2324,Manchester Utd,Bruno Fernandes,POR,"MF,FW",28,1994,34.6,210,6.06,143,48,7,9,1,2,19,0.55,12,3,2,2,0,0
ENG-Premier League,2324,Manchester Utd,Casemiro,BRA,"MF,DF",31,1992,22.0,41,1.86,35,2,0,3,1,0,4,0.18,4,0,0,0,0,0
ENG-Premier League,2324,Manchester Utd,Christian Eriksen,DEN,MF,31,1992,12.7,46,3.63,36,8,0,0,0,2,3,0.24,2,0,0,0,0,1
ENG-Premier League,2324,Manchester Utd,Diogo Dalot,POR,DF,24,1999,35.3,78,2.21,67,4,2,3,1,1,7,0.2,6,0,0,1,0,0
ENG-Premier League,2324,Manchester Utd,Donny van de Beek,NED,DF,26,1997,0.0,1,30.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Manchester Utd,Ethan Wheatley,ENG,FW,17,2006,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Manchester Utd,Facundo Pellistri,URU,"FW,MF",21,2001,1.9,3,1.57,2,0,0,0,1,0,1,0.52,1,0,0,0,0,0
ENG-Premier League,2324,Manchester Utd,Hannibal Mejbri,TUN,"MF,FW",20,2003,1.5,6,4.06,5,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Manchester Utd,Harry Maguire,ENG,DF,30,1993,18.4,24,1.31,19,0,0,1,1,3,4,0.22,2,0,0,1,1,0
ENG-Premier League,2324,Manchester Utd,Jadon Sancho,ENG,"FW,MF",23,2000,0.9,4,4.62,1,1,0,0,1,1,1,1.15,0,1,0,0,0,0
ENG-Premier League,2324,Manchester Utd,Jonny Evans,NIR,DF,35,1988,15.5,11,0.71,11,0,0,0,0,0,2,0.13,2,0,0,0,0,0
ENG-Premier League,2324,Manchester Utd,Kobbie Mainoo,ENG,MF,18,2005,21.4,40,1.87,31,0,3,3,2,1,8,0.37,3,0,2,2,1,0
ENG-Premier League,2324,Manchester Utd,Lisandro Martínez,ARG,DF,25,1998,7.2,7,0.98,6,0,0,0,0,1,1,0.14,1,0,0,0,0,0
ENG-Premier League,2324,Manchester Utd,Luke Shaw,ENG,DF,28,1995,10.7,23,2.16,13,9,1,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Manchester Utd,Marcus Rashford,ENG,FW,25,1997,25.2,87,3.45,57,1,16,7,6,0,12,0.48,10,0,1,0,1,0
ENG-Premier League,2324,Manchester Utd,Mason Mount,ENG,"MF,FW",24,1999,5.7,18,3.15,11,2,2,0,1,2,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Manchester Utd,Omari Forson,ENG,FW,19,2004,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Manchester Utd,Raphaël Varane,FRA,DF,30,1993,15.3,16,1.05,13,1,0,2,0,0,2,0.13,2,0,0,0,0,0
ENG-Premier League,2324,Manchester Utd,Rasmus Højlund,DEN,FW,20,2003,24.0,58,2.42,43,0,5,4,3,3,4,0.17,2,0,2,0,0,0
ENG-Premier League,2324,Manchester Utd,Scott McTominay,SCO,"MF,FW",26,1996,21.1,26,1.23,18,0,1,4,1,2,2,0.09,1,0,0,0,0,1
ENG-Premier League,2324,Manchester Utd,Sergio Reguilón,ESP,DF,26,1996,4.6,15,3.28,13,1,0,1,0,0,1,0.22,1,0,0,0,0,0
ENG-Premier League,2324,Manchester Utd,Sofyan Amrabat,MAR,"MF,DF",26,1996,10.4,19,1.82,19,0,0,0,0,0,1,0.1,1,0,0,0,0,0
ENG-Premier League,2324,Manchester Utd,Victor Lindelöf,SWE,DF,29,1994,14.8,19,1.29,19,0,0,0,0,0,3,0.2,3,0,0,0,0,0
ENG-Premier League,2324,Manchester Utd,Willy Kambwala,FRA,DF,18,2004,3.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Newcastle Utd,Alex Murphy,IRL,"DF,FW",19,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Newcastle Utd,Alexander Isak,SWE,FW,23,1999,25.1,72,2.87,45,0,12,11,4,0,10,0.4,4,0,3,2,1,0
ENG-Premier League,2324,Newcastle Utd,Anthony Gordon,ENG,FW,22,2001,32.1,143,4.45,86,18,13,11,13,2,29,0.9,13,2,5,4,5,0
ENG-Premier League,2324,Newcastle Utd,Ben Parkinson,ENG,FW,18,2005,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Newcastle Utd,Bruno Guimarães,BRA,MF,25,1997,36.3,143,3.94,110,8,10,3,6,6,19,0.52,12,0,4,2,1,0
ENG-Premier League,2324,Newcastle Utd,Callum Wilson,ENG,FW,31,1992,11.0,22,2.0,12,0,4,5,1,0,4,0.36,2,0,1,1,0,0
ENG-Premier League,2324,Newcastle Utd,Dan Burn,ENG,DF,31,1992,30.3,27,0.89,22,2,1,2,0,0,4,0.13,3,0,0,1,0,0
ENG-Premier League,2324,Newcastle Utd,Elliot Anderson,ENG,"MF,FW",20,2002,11.4,34,2.98,28,0,4,2,0,0,3,0.26,3,0,0,0,0,0
ENG-Premier League,2324,Newcastle Utd,Emil Krafth,SWE,DF,28,1994,10.1,18,1.77,13,3,1,0,1,0,1,0.1,1,0,0,0,0,0
ENG-Premier League,2324,Newcastle Utd,Fabian Schär,SUI,DF,31,1991,33.9,47,1.39,33,2,2,4,5,1,12,0.35,8,0,0,0,3,1
ENG-Premier League,2324,Newcastle Utd,Harvey Barnes,ENG,"FW,MF",25,1997,8.9,29,3.25,18,0,5,3,3,0,6,0.67,4,0,2,0,0,0
ENG-Premier League,2324,Newcastle Utd,Jacob Murphy,ENG,"FW,DF",28,1995,13.2,55,4.16,44,4,2,3,1,1,10,0.76,9,0,1,0,0,0
ENG-Premier League,2324,Newcastle Utd,Jamaal Lascelles,ENG,DF,29,1993,12.0,8,0.67,7,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Newcastle Utd,Joe White,ENG,MF,20,2002,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Newcastle Utd,Joe Willock,ENG,MF,23,1999,4.7,13,2.8,11,0,0,2,0,0,1,0.22,1,0,0,0,0,0
ENG-Premier League,2324,Newcastle Utd,Joelinton,BRA,"MF,FW",26,1996,14.2,47,3.3,37,0,6,4,0,0,3,0.21,2,0,0,1,0,0
ENG-Premier League,2324,Newcastle Utd,Kieran Trippier,ENG,DF,32,1990,24.8,101,4.07,68,28,1,0,2,2,11,0.44,7,3,0,0,0,1
ENG-Premier League,2324,Newcastle Utd,Lewis Hall,ENG,DF,18,2004,8.7,20,2.3,14,1,3,1,1,0,3,0.35,3,0,0,0,0,0
ENG-Premier League,2324,Newcastle Utd,Lewis Miley,ENG,MF,17,2006,13.4,31,2.32,24,0,2,3,0,2,5,0.37,4,0,0,0,0,1
ENG-Premier League,2324,Newcastle Utd,Loris Karius,GER,GK,30,1993,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Newcastle Utd,Martin Dúbravka,SVK,GK,34,1989,22.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Newcastle Utd,Matt Ritchie,SCO,"FW,MF",33,1989,1.4,3,2.11,3,0,0,0,0,0,1,0.7,1,0,0,0,0,0
ENG-Premier League,2324,Newcastle Utd,Matt Targett,ENG,DF,27,1995,0.9,4,4.62,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Newcastle Utd,Miguel Almirón,PAR,FW,29,1994,21.5,52,2.41,40,1,3,7,1,0,4,0.19,2,1,0,1,0,0
ENG-Premier League,2324,Newcastle Utd,Nick Pope,ENG,GK,31,1992,14.9,1,0.07,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Newcastle Utd,Paul Dummett,WAL,DF,31,1991,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Newcastle Utd,Sandro Tonali,ITA,MF,23,2000,4.9,12,2.47,10,1,0,0,1,0,3,0.62,2,0,0,0,1,0
ENG-Premier League,2324,Newcastle Utd,Sean Longstaff,ENG,MF,25,1997,30.5,51,1.67,43,1,1,3,3,0,7,0.23,3,1,1,1,1,0
ENG-Premier League,2324,Newcastle Utd,Sven Botman,NED,DF,23,2000,15.3,14,0.92,12,0,0,2,0,0,3,0.2,3,0,0,0,0,0
ENG-Premier League,2324,Newcastle Utd,Valentino Livramento,ENG,DF,20,2002,14.6,36,2.47,28,0,2,1,3,2,5,0.34,3,0,1,0,1,0
ENG-Premier League,2324,Nott'ham Forest,Andrew Omobamidele,IRL,DF,21,2002,8.7,6,0.69,5,0,0,1,0,0,1,0.11,0,0,0,1,0,0
ENG-Premier League,2324,Nott'ham Forest,Andrey Santos,BRA,MF,19,2004,0.1,2,22.5,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Nott'ham Forest,Anthony Elanga,SWE,"FW,MF",21,2002,27.0,70,2.59,53,0,6,6,4,1,13,0.48,12,0,0,0,0,1
ENG-Premier League,2324,Nott'ham Forest,Brandon Aguilera,CRC,FW,20,2003,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Nott'ham Forest,Brennan Johnson,WAL,"FW,MF",22,2001,2.6,7,2.66,3,0,2,1,1,0,3,1.14,1,0,1,0,1,0
ENG-Premier League,2324,Nott'ham Forest,Callum Hudson-Odoi,ENG,"FW,MF",22,2000,20.6,82,3.98,63,4,8,4,2,1,6,0.29,4,0,1,0,1,0
ENG-Premier League,2324,Nott'ham Forest,Cheikhou Kouyaté,SEN,MF,33,1989,2.4,8,3.4,5,0,0,2,0,1,1,0.42,1,0,0,0,0,0
ENG-Premier League,2324,Nott'ham Forest,Chris Wood,NZL,FW,31,1991,20.1,44,2.19,33,0,4,7,0,0,4,0.2,1,0,3,0,0,0
ENG-Premier League,2324,Nott'ham Forest,Danilo,BRA,MF,22,2001,19.9,48,2.41,34,5,4,4,1,0,4,0.2,4,0,0,0,0,0
ENG-Premier League,2324,Nott'ham Forest,Divock Origi,BEL,FW,28,1995,6.7,16,2.38,11,1,2,1,1,0,2,0.3,2,0,0,0,0,0
ENG-Premier League,2324,Nott'ham Forest,Felipe,BRA,DF,34,1989,4.2,4,0.97,2,0,0,1,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Nott'ham Forest,Gio Reyna,USA,"FW,MF",20,2002,2.6,12,4.6,9,1,1,0,0,1,2,0.77,1,1,0,0,0,0
ENG-Premier League,2324,Nott'ham Forest,Gonzalo Montiel,ARG,DF,26,1997,8.9,15,1.69,14,0,0,1,0,0,2,0.22,2,0,0,0,0,0
ENG-Premier League,2324,Nott'ham Forest,Harry Toffolo,ENG,DF,27,1995,16.2,25,1.54,16,7,0,2,0,0,4,0.25,4,0,0,0,0,0
ENG-Premier League,2324,Nott'ham Forest,Ibrahim Sangaré,CIV,MF,25,1997,11.5,18,1.57,15,0,0,1,1,1,2,0.17,2,0,0,0,0,0
ENG-Premier League,2324,Nott'ham Forest,Joe Worrall,ENG,DF,26,1997,4.9,3,0.62,2,0,0,1,0,0,1,0.21,1,0,0,0,0,0
ENG-Premier League,2324,Nott'ham Forest,Matt Turner,USA,GK,29,1994,17.0,4,0.24,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Nott'ham Forest,Matz Sels,BEL,GK,31,1992,16.0,1,0.06,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Nott'ham Forest,Morgan Gibbs-White,ENG,"MF,FW",23,2000,35.1,149,4.25,86,38,9,7,8,1,18,0.51,14,3,0,1,0,0
ENG-Premier League,2324,Nott'ham Forest,Moussa Niakhate,SEN,DF,27,1996,16.2,11,0.68,8,3,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Nott'ham Forest,Murillo,BRA,DF,21,2002,31.0,30,0.97,20,1,5,3,1,0,4,0.13,2,1,0,0,1,0
ENG-Premier League,2324,Nott'ham Forest,Neco Williams,WAL,DF,22,2001,18.2,31,1.7,23,1,1,4,1,1,4,0.22,3,0,1,0,0,0
ENG-Premier League,2324,Nott'ham Forest,Nicolás Domínguez,ARG,"MF,FW",25,1998,16.6,35,2.11,33,0,0,2,0,0,2,0.12,2,0,0,0,0,0
ENG-Premier League,2324,Nott'ham Forest,Nuno Tavares,POR,DF,23,2000,5.1,9,1.77,8,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Nott'ham Forest,Odisseas Vlachodimos,GRE,GK,29,1994,5.0,1,0.2,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Nott'ham Forest,Ola Aina,NGA,DF,26,1996,18.8,38,2.02,25,5,3,1,3,1,1,0.05,1,0,0,0,0,0
ENG-Premier League,2324,Nott'ham Forest,Orel Mangala,BEL,MF,25,1998,17.4,20,1.15,17,0,0,0,1,2,2,0.12,1,0,0,0,0,1
ENG-Premier League,2324,Nott'ham Forest,Rodrigo Ribeiro,POR,"MF,FW",18,2005,0.2,1,5.29,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Nott'ham Forest,Ryan Yates,ENG,MF,25,1997,22.1,30,1.36,22,0,0,5,3,0,4,0.18,3,0,0,1,0,0
ENG-Premier League,2324,Nott'ham Forest,Scott McKenna,SCO,DF,26,1996,4.6,2,0.43,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Nott'ham Forest,Serge Aurier,CIV,"DF,MF",30,1992,9.3,15,1.62,12,1,1,0,1,0,2,0.22,2,0,0,0,0,0
ENG-Premier League,2324,Nott'ham Forest,Taiwo Awoniyi,NGA,FW,25,1997,11.6,30,2.6,22,0,2,0,4,2,6,0.52,5,0,1,0,0,0
ENG-Premier League,2324,Nott'ham Forest,Willy Boly,CIV,DF,32,1991,16.0,16,1.0,14,0,0,2,0,0,2,0.13,2,0,0,0,0,0
ENG-Premier League,2324,Sheffield Utd,Andre Brooks,ENG,"MF,DF",19,2003,10.4,9,0.86,6,0,2,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Sheffield Utd,Anel Ahmedhodžić,BIH,DF,24,1999,29.4,26,0.88,23,0,0,3,0,0,1,0.03,0,0,0,1,0,0
ENG-Premier League,2324,Sheffield Utd,Anis Ben Slimane,TUN,MF,22,2001,4.7,12,2.58,8,1,1,1,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Sheffield Utd,Antwoine Hackford,ENG,FW,19,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Sheffield Utd,Auston Trusty,USA,DF,24,1998,28.6,16,0.56,11,2,1,0,0,2,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Sheffield Utd,Ben Brereton,CHI,"FW,MF",24,1999,12.3,31,2.52,21,0,4,2,3,1,4,0.33,2,0,1,0,1,0
ENG-Premier League,2324,Sheffield Utd,Ben Osborn,ENG,"DF,MF",28,1994,15.2,24,1.58,22,1,0,0,1,0,3,0.2,3,0,0,0,0,0
ENG-Premier League,2324,Sheffield Utd,Bénie Traoré,CIV,"FW,MF",20,2002,4.3,6,1.4,6,0,0,0,0,0,1,0.23,1,0,0,0,0,0
ENG-Premier League,2324,Sheffield Utd,Cameron Archer,ENG,"FW,MF",22,2001,20.4,49,2.41,32,0,9,5,1,2,4,0.2,2,0,1,1,0,0
ENG-Premier League,2324,Sheffield Utd,Chris Basham,ENG,"DF,MF",35,1988,3.6,3,0.84,1,0,0,1,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Sheffield Utd,Daniel Jebbison,ENG,FW,19,2003,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Sheffield Utd,George Baldock,GRE,DF,30,1993,10.8,16,1.49,10,3,2,0,1,0,2,0.19,1,0,0,0,1,0
ENG-Premier League,2324,Sheffield Utd,Gustavo Hamer,NED,MF,26,1997,32.3,116,3.59,73,22,10,7,4,0,12,0.37,9,1,2,0,0,0
ENG-Premier League,2324,Sheffield Utd,Ivo Grbić,CRO,GK,27,1996,8.6,2,0.23,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Sheffield Utd,Jack Robinson,ENG,DF,29,1993,32.1,23,0.72,12,7,0,3,0,1,1,0.03,0,1,0,0,0,0
ENG-Premier League,2324,Sheffield Utd,James Mcatee,ENG,"MF,FW",20,2002,20.2,60,2.97,45,4,5,4,2,0,3,0.15,3,0,0,0,0,0
ENG-Premier League,2324,Sheffield Utd,Jayden Bogle,ENG,DF,23,2000,31.0,33,1.07,26,1,3,1,2,0,1,0.03,0,0,0,1,0,0
ENG-Premier League,2324,Sheffield Utd,John Egan,IRL,DF,30,1992,5.4,1,0.19,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Sheffield Utd,John Fleck,SCO,"MF,DF",31,1991,1.0,4,3.91,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Sheffield Utd,Luke Thomas,ENG,DF,22,2001,10.2,10,0.98,8,0,0,1,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Sheffield Utd,Mason Holgate,ENG,DF,26,1996,7.9,4,0.51,2,1,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Sheffield Utd,Max Lowe,ENG,"DF,MF",26,1997,5.6,8,1.43,7,0,0,1,0,0,1,0.18,1,0,0,0,0,0
ENG-Premier League,2324,Sheffield Utd,Oliver Arblaster,ENG,MF,19,2004,10.5,23,2.2,19,2,0,1,0,1,2,0.19,1,0,0,1,0,0
ENG-Premier League,2324,Sheffield Utd,Oliver McBurnie,SCO,FW,27,1996,14.2,29,2.04,24,0,0,2,3,0,7,0.49,6,0,0,0,1,0
ENG-Premier League,2324,Sheffield Utd,Oliver Norwood,NIR,MF,32,1991,16.0,32,2.0,19,12,0,1,0,0,1,0.06,1,0,0,0,0,0
ENG-Premier League,2324,Sheffield Utd,Rhian Brewster,ENG,"FW,MF",23,2000,3.8,7,1.82,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Sheffield Utd,Rhys Norrington-Davies,WAL,DF,24,1999,1.2,1,0.82,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Sheffield Utd,Ryan One,SCO,FW,17,2006,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Sheffield Utd,Sam Curtis,IRL,DF,17,2005,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Sheffield Utd,Sydie Peck,ENG,MF,18,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Sheffield Utd,Tom Davies,ENG,MF,25,1998,2.5,6,2.44,4,0,0,1,0,1,1,0.41,0,0,0,0,0,1
ENG-Premier League,2324,Sheffield Utd,Vinicius Souza,BRA,MF,24,1999,29.6,26,0.88,22,1,0,1,0,2,3,0.1,2,0,0,1,0,0
ENG-Premier League,2324,Sheffield Utd,Wes Foderingham,ENG,GK,32,1991,29.4,4,0.14,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Sheffield Utd,William Osula,DEN,FW,19,2003,8.7,12,1.37,3,0,1,5,3,0,1,0.11,0,0,0,1,0,0
ENG-Premier League,2324,Sheffield Utd,Yasser Larouci,ALG,DF,22,2001,5.9,8,1.36,5,1,1,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Tottenham,Alejo Véliz,ARG,FW,19,2003,0.6,1,1.84,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Tottenham,Ben Davies,WAL,DF,30,1993,12.1,15,1.24,14,0,0,0,1,0,2,0.17,1,0,0,0,1,0
ENG-Premier League,2324,Tottenham,Brennan Johnson,WAL,FW,22,2001,23.2,70,3.02,55,0,4,6,3,2,13,0.56,11,0,0,1,0,1
ENG-Premier League,2324,Tottenham,Bryan Gil,ESP,"FW,MF",22,2001,2.3,9,3.88,8,0,0,1,0,0,1,0.43,1,0,0,0,0,0
ENG-Premier League,2324,Tottenham,Cristian Romero,ARG,DF,25,1998,31.0,35,1.13,28,2,0,3,0,2,2,0.06,1,0,0,1,0,0
ENG-Premier League,2324,Tottenham,Dane Scarlett,ENG,FW,19,2004,0.2,1,4.09,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Tottenham,Davinson Sánchez,COL,DF,27,1996,0.9,1,1.17,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Tottenham,Dejan Kulusevski,SWE,"FW,MF",23,2000,30.7,127,4.14,104,1,9,11,0,2,8,0.26,6,0,1,0,0,1
ENG-Premier League,2324,Tottenham,Destiny Udogie,ITA,DF,20,2002,26.6,57,2.15,51,0,4,2,0,0,7,0.26,6,0,0,1,0,0
ENG-Premier League,2324,Tottenham,Emerson,BRA,DF,24,1999,12.9,21,1.63,15,2,0,1,2,1,3,0.23,1,2,0,0,0,0
ENG-Premier League,2324,Tottenham,Eric Dier,ENG,DF,29,1994,2.2,2,0.9,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Tottenham,Giovani Lo Celso,ARG,MF,27,1996,5.6,28,4.96,22,2,1,2,1,0,3,0.53,3,0,0,0,0,0
ENG-Premier League,2324,Tottenham,Guglielmo Vicario,ITA,GK,26,1996,38.0,2,0.05,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Tottenham,Ivan Perišić,CRO,FW,34,1989,1.1,8,6.99,6,1,1,0,0,0,2,1.75,1,1,0,0,0,0
ENG-Premier League,2324,Tottenham,James Maddison,ENG,MF,26,1996,23.7,161,6.79,110,22,10,6,10,3,19,0.8,13,1,2,1,1,1
ENG-Premier League,2324,Tottenham,Jamie Donley,ENG,FW,18,2005,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Tottenham,Manor Solomon,ISR,FW,24,1999,2.2,19,8.59,16,0,1,1,1,0,2,0.9,2,0,0,0,0,0
ENG-Premier League,2324,Tottenham,Micky van de Ven,NED,DF,22,2001,26.0,11,0.42,9,0,1,0,1,0,1,0.04,0,0,1,0,0,0
ENG-Premier League,2324,Tottenham,Mikey Moore,ENG,MF,15,2007,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
